        k           c(k)                    s(k)
         498   4.4790905030806926E-007  -4.2232183383194058E-009
         499  -4.4623528232975410E-007   4.2316986680865408E-009
         500   4.4457154360076124E-007  -4.2401790332732055E-009
         501  -4.4291775403286515E-007   4.2486595146389093E-009
         502   4.4127383489770083E-007  -4.2571395491879571E-009
         503  -4.3963970971452220E-007   4.2656182628670507E-009
         504   4.3801529396597519E-007  -4.2741004735487721E-009
         505  -4.3640051809116630E-007   4.2825808824660538E-009
         506   4.3479530264615713E-007  -4.2910610634535457E-009
         507  -4.3319957261892959E-007   4.2995414940887522E-009
         508   4.3161325374918363E-007  -4.3080219870181497E-009
         509  -4.3003627146945115E-007   4.3165025791960918E-009
         510   4.2846855303388636E-007  -4.3249824585144935E-009
         511  -4.2691002578607658E-007   4.3334629897399447E-009
         512   4.2536061772504999E-007  -4.3419436202105522E-009
         513  -4.2382025825463555E-007   4.3504235332171484E-009
         514   4.2228887707067850E-007  -4.3589044078297563E-009
         515  -4.2076640403626228E-007   4.3673843038821410E-009
         516   4.1925277052914142E-007  -4.3758646926230979E-009
         517  -4.1774790793148856E-007   4.3843452231438177E-009
         518   4.1625174807479685E-007  -4.3928254167690411E-009
         519  -4.1476422446477086E-007   4.4013059062256036E-009
         520   4.1328527051301997E-007  -4.4097861759279382E-009
         521  -4.1181482051255572E-007   4.4182664916614313E-009
         522   4.1035280930403373E-007  -4.4267469347209171E-009
         523  -4.0889917263301184E-007   4.4352273101126347E-009
         524   4.0745384643890324E-007  -4.4437076507488965E-009
         525  -4.0601676721796736E-007   4.4521880104806690E-009
         526   4.0458787264219958E-007  -4.4606681798739739E-009
         527  -4.0316710012521634E-007   4.4691488764063750E-009
         528   4.0175438859374663E-007  -4.4776293446871138E-009
         529  -4.0034967671753643E-007   4.4861093552515767E-009
         530   3.9895290414006723E-007  -4.4945898208353626E-009
         531  -3.9756401153189880E-007   4.5030699826595810E-009
         532   3.9618293999815269E-007  -4.5115488437461244E-009
         533  -3.9480962934050905E-007   4.5200308314887741E-009
         534   3.9344402296730076E-007  -4.5285112747583240E-009
         535  -3.9208606271638031E-007   4.5369915204116992E-009
         536   3.9073569133158661E-007  -4.5454730190368675E-009
         537  -3.8939285284512960E-007   4.5539523365589730E-009
         538   3.8805749124387243E-007  -4.5624327426132833E-009
         539  -3.8672955011680317E-007   4.5709129949819357E-009
         540   3.8540897444559470E-007  -4.5793937738256105E-009
         541  -3.8409571237574378E-007   4.5878736626544982E-009
         542   3.8278970683709777E-007  -4.5963540405263284E-009
         543  -3.8149090607710913E-007   4.6048344062550942E-009
         544   3.8019925674743376E-007  -4.6133147871897954E-009
         545  -3.7891470630614362E-007   4.6217952194411408E-009
         546   3.7763720351181114E-007  -4.6302753100874866E-009
         547  -3.7636669541061987E-007   4.6387563255989432E-009
         548   3.7510313142026942E-007  -4.6472362125304771E-009
         549  -3.7384646116738515E-007   4.6557166554883189E-009
         550   3.7259663526590758E-007  -4.6641968109970597E-009
         551  -3.7135360257170276E-007   4.6726772046846890E-009
         552   3.7011731495728019E-007  -4.6811575732052754E-009
         553  -3.6888772383936435E-007   4.6896375685773553E-009
         554   3.6766477967906390E-007  -4.6981182872139282E-009
         555  -3.6644843640739526E-007   4.7065999800264820E-009
         556   3.6523864440038433E-007  -4.7150790487309651E-009
         557  -3.6403535824417669E-007   4.7235592672521809E-009
         558   3.6283853068588064E-007  -4.7320398958796447E-009
         559  -3.6164811535529411E-007   4.7405201350210306E-009
         560   3.6046406652792521E-007  -4.7489999734277410E-009
         561  -3.5928633932157160E-007   4.7574808716352988E-009
         562   3.5811488810956352E-007  -4.7659611012763631E-009
         563  -3.5694966921076424E-007   4.7744415247388946E-009
         564   3.5579063722319135E-007  -4.7829217610681311E-009
         565  -3.5463774960023083E-007   4.7914021822877194E-009
         566   3.5349096212218209E-007  -4.7998826527436388E-009
         567  -3.5235023247688982E-007   4.8083639620738841E-009
         568   3.5121551644697090E-007  -4.8168427224109405E-009
         569  -3.5008677345220169E-007   4.8253230624373386E-009
         570   3.4896396057101041E-007  -4.8338042602912717E-009
         571  -3.4784703671548220E-007   4.8422843689014923E-009
         572   3.4673596081771926E-007  -4.8507646435301706E-009
         573  -3.4563069151360623E-007   4.8592456520281943E-009
         574   3.4453118966142537E-007  -4.8677254537820951E-009
         575  -3.4343741389666828E-007   4.8762058997214928E-009
         576   3.4234932578356835E-007  -4.8846880153051312E-009
         577  -3.4126688273891973E-007   4.8931666608929402E-009
         578   3.4019004976788825E-007  -4.9016469961556250E-009
         579  -3.3911878683461462E-007   4.9101252478934423E-009
         580   3.3805305169122318E-007  -4.9186076160284242E-009
         581  -3.3699281119793612E-007   4.9270880217032638E-009
         582   3.3593802578549411E-007  -4.9355680231536522E-009
         583  -3.3488865896608947E-007   4.9440485349515556E-009
         584   3.3384467228517178E-007  -4.9525292257309090E-009
         585  -3.3280603020226858E-007   4.9610094898970363E-009
         586   3.3177269599486952E-007  -4.9694902845700628E-009
         587  -3.3074463106621751E-007   4.9779699485828538E-009
         588   3.2972180335295777E-007  -4.9864506028381465E-009
         589  -3.2870417491069766E-007   4.9949309192628185E-009
         590   3.2769171170157405E-007  -5.0034109800055132E-009
         591  -3.2668437702477419E-007   5.0118915546397088E-009
         592   3.2568213786512219E-007  -5.0203718307049549E-009
         593  -3.2468496015920843E-007   5.0288523093804821E-009
         594   3.2369280913231886E-007  -5.0373326262523875E-009
         595  -3.2270564984400560E-007   5.0458130219186857E-009
         596   3.2172345087057958E-007  -5.0542933040486878E-009
         597  -3.2074617729635339E-007   5.0627736754356337E-009
         598   3.1977379733777770E-007  -5.0712541134739081E-009
         599  -3.1880627813070600E-007   5.0797346564697291E-009
         600   3.1784358641783297E-007  -5.0882147027383248E-009
         601  -3.1688569106111614E-007   5.0966951147828521E-009
         602   3.1593255992417972E-007  -5.1051752792023795E-009
         603  -3.1498416076943762E-007   5.1136559466239523E-009
         604   3.1404046297769234E-007  -5.1221363097641854E-009
         605  -3.1310143590218054E-007   5.1306166388469178E-009
         606   3.1216704795564772E-007  -5.1390969673943254E-009
         607  -3.1123726590985871E-007   5.1475794214726582E-009
         608   3.1031206771417420E-007  -5.1560576814910697E-009
         609  -3.0939141467244287E-007   5.1645379403310538E-009
         610   3.0847528063198716E-007  -5.1730183913729780E-009
         611  -3.0756363542797159E-007   5.1814976421827685E-009
         612   3.0665644981024785E-007  -5.1899790567145059E-009
         613  -3.0575369519467946E-007   5.1984602175564874E-009
         614   3.0485534128398212E-007  -5.2069397801489414E-009
         615  -3.0396136115008396E-007   5.2154201702654798E-009
         616   3.0307172575876908E-007  -5.2239007514116647E-009
         617  -3.0218640638301673E-007   5.2323811012162111E-009
         618   3.0130537627826980E-007  -5.2408613160646921E-009
         619  -3.0042860589638704E-007   5.2493414847058317E-009
         620   2.9955606939180467E-007  -5.2578219664781113E-009
         621  -2.9868773797517387E-007   5.2663023643195902E-009
         622   2.9782358782021678E-007  -5.2747827989968379E-009
         623  -2.9696358854059540E-007   5.2832630219903877E-009
         624   2.9610771507035513E-007  -5.2917434460560066E-009
         625  -2.9525594105296127E-007   5.3002235464330669E-009
         626   2.9440823981320501E-007  -5.3087043078278631E-009
         627  -2.9356458560373777E-007   5.3171845225747001E-009
         628   2.9272495273039106E-007  -5.3256648650134479E-009
         629  -2.9188931610646136E-007   5.3341450017519386E-009
         630   2.9105764888799732E-007  -5.3426257530636546E-009
         631  -2.9022992658592119E-007   5.3511058209824124E-009
         632   2.8940612456459819E-007  -5.3595857529760991E-009
         633  -2.8858621861996021E-007   5.3680666838723523E-009
         634   2.8777018318982682E-007  -5.3765464466898425E-009
         635  -2.8695799423000910E-007   5.3850274101731473E-009
         636   2.8614962784433878E-007  -5.3935076545187036E-009
         637  -2.8534505968332913E-007   5.4019880825077792E-009
         638   2.8454426623753329E-007  -5.4104686154001912E-009
         639  -2.8374722271868789E-007   5.4189488287646704E-009
         640   2.8295390739954403E-007  -5.4274294901892500E-009
         641  -2.8216429598245339E-007   5.4359095829226850E-009
         642   2.8137836484607944E-007  -5.4443899227254663E-009
         643  -2.8059609271699319E-007   5.4528703801167496E-009
         644   2.7981745596132200E-007  -5.4613505998509166E-009
         645  -2.7904243145785823E-007   5.4698305416159753E-009
         646   2.7827099862885122E-007  -5.4783107836101682E-009
         647  -2.7750313370807436E-007   5.4867917134086668E-009
         648   2.7673881441368222E-007  -5.4952716605676313E-009
         649  -2.7597802078616334E-007   5.5037523662141070E-009
         650   2.7522072917229206E-007  -5.5122325944660373E-009
         651  -2.7446691876258306E-007   5.5207130690487012E-009
         652   2.7371656763457684E-007  -5.5291931450108839E-009
         653  -2.7296965635488458E-007   5.5376736858179718E-009
         654   2.7222616224557470E-007  -5.5461541756336762E-009
         655  -2.7148606557911433E-007   5.5546344670810406E-009
         656   2.7074934399234289E-007  -5.5631150908160422E-009
         657  -2.7001597827512234E-007   5.5715950867505520E-009
         658   2.6928594787459801E-007  -5.5800758694431445E-009
         659  -2.6855923215833479E-007   5.5885556679986488E-009
         660   2.6783581116576413E-007  -5.5970362145926658E-009
         661  -2.6711566530785997E-007   5.6055166178822606E-009
         662   2.6639877435870882E-007  -5.6139968077669865E-009
         663  -2.6568511887161328E-007   5.6224772662763533E-009
         664   2.6497467888986724E-007  -5.6309574109295198E-009
         665  -2.6426743574012117E-007   5.6394373348797816E-009
         666   2.6356337099066708E-007  -5.6479186021497589E-009
         667  -2.6286246348437023E-007   5.6563986761332726E-009
         668   2.6216469599835385E-007  -5.6648792828191950E-009
         669  -2.6147004869638024E-007   5.6733594810997115E-009
         670   2.6077850398955953E-007  -5.6818395125960526E-009
         671  -2.6009004199623953E-007   5.6903196271558326E-009
         672   2.5940464496851856E-007  -5.6988004384510337E-009
         673  -2.5872229619150922E-007   5.7072811147359593E-009
         674   2.5804297504440448E-007  -5.7157614072404208E-009
         675  -2.5736666551532718E-007   5.7242415768844475E-009
         676   2.5669334896700460E-007  -5.7327219195603646E-009
         677  -2.5602300866239098E-007   5.7412020285297271E-009
         678   2.5535562474037973E-007  -5.7496834529344805E-009
         679  -2.5469118194541959E-007   5.7581632301583071E-009
         680   2.5402966248450607E-007  -5.7666428743776321E-009
         681  -2.5337104849025842E-007   5.7751239687580205E-009
         682   2.5271532320287617E-007  -5.7836038777598449E-009
         683  -2.5206247065433815E-007   5.7920846386193161E-009
         684   2.5141247334871126E-007  -5.8005644799601487E-009
         685  -2.5076531399131745E-007   5.8090449421354740E-009
         686   2.5012097727406229E-007  -5.8175255618657037E-009
         687  -2.4947944539826280E-007   5.8260066544571585E-009
         688   2.4884070383592157E-007  -5.8344862687525036E-009
         689  -2.4820473448862793E-007   5.8429668496886244E-009
         690   2.4757152250552261E-007  -5.8514469834455591E-009
         691  -2.4694105065781993E-007   5.8599274169369607E-009
